name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty
455,lower Sugarlump tuffs,32.836,-107.597,8.0,346.0,41.4,338.0,3.0,,,,,,,,35.17,34.93,,35.410000000000004,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,14,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01029,Mogollon-Datil_volcanics,129.629442616281,74.73533206288519,-41.4,166.0,-74.73533206288519,309.62944261628104,0.480000000000004
461,lower Sugarlump tuffs,32.721,-108.122,8.0,348.7,46.6,1032.0,1.7,,,,,,,,35.17,34.93,,35.410000000000004,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,14,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01030,Mogollon-Datil_volcanics,138.36851893307693,79.11120677087379,-46.6,168.7,-79.11120677087379,318.3685189330769,0.480000000000004
lower Sugarlump tuffs mean,lower Sugarlump tuffs,32.778499999999994,-107.8595,2.0,347.3,44.0,66.93531862577693,12.1,,,,,,,,35.17,34.93,,35.410000000000004,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M14,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01031,Mogollon-Datil_volcanics,133.07602601231585,76.90899906649027,-44.0,167.3,-76.90899906649027,313.0760260123159,0.480000000000004
460,upper Sugarlump tuffs,32.714,-108.12,6.0,340.4,63.7,166.0,5.2,,,,,,,,35.17,34.93,,35.410000000000004,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,8,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01032,Mogollon-Datil_volcanics,207.43961064631932,70.31766131649077,-63.7,160.39999999999998,-70.31766131649077,27.439610646319323,0.480000000000004
509,upper Sugarlump tuffs,32.482,-108.464,7.0,335.2,60.9,487.0,2.7,,,,,,,,35.17,34.93,,35.410000000000004,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,8,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01033,Mogollon-Datil_volcanics,194.3324212384269,68.20995249003224,-60.9,155.2,-68.20995249003224,14.332421238426889,0.480000000000004
upper Sugarlump tuffs mean,upper Sugarlump tuffs,32.598,-108.292,2.0,337.7,62.3,149.36747447035518,8.1,,,,,,,,35.17,34.93,,35.410000000000004,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M8,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01034,Mogollon-Datil_volcanics,200.39743355628806,69.3879987637035,-62.3,157.7,-69.3879987637035,20.397433556288064,0.480000000000004
458,lower Rubio Peak tuffs,32.617,-107.881,8.0,166.5,-40.1,129.0,4.9,,,,,,,,35.945,34.89,0.1,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,11,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01035,Mogollon-Datil_volcanics,306.1380439616736,-74.58081142781661,-40.1,166.5,-74.58081142781661,306.1380439616736,2.1099999999999994
463,upper Rubio Peak tuffs,32.607,-107.892,6.0,152.6,-63.8,154.0,5.4,,,,,,,,35.945,34.89,0.1,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01036,Mogollon-Datil_volcanics,21.474161344539983,-65.32125319111955,-63.8,152.6,-65.32125319111955,21.474161344539983,2.1099999999999994
512,lower Steeple Rock tuffs,32.777,-108.942,8.0,26.7,50.8,141.0,4.7,,,,,,,,35.945,34.89,0.1,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01037,Mogollon-Datil_volcanics,337.0089020768132,67.41698422401018,-50.8,206.7,-67.41698422401018,157.00890207681317,2.1099999999999994
513,upper Steeple Rock tuffs,32.783,-108.937,8.0,159.9,-62.1,181.0,4.1,,,,,,,,35.945,34.89,0.1,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01038,Mogollon-Datil_volcanics,20.776436292507753,-71.04603989292455,-62.1,159.9,-71.04603989292455,20.776436292507753,2.1099999999999994
122,Bell Top tuff 3,32.489,-107.131,8.0,329.2,70.2,123.0,5.0,,,,,,,,35.69,35.449999999999996,,35.93,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,16,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 2 Ar-Ar dates; uncertainty from McIntosh et al. (1992) [seems to have been misprinted in McIntosh et al. (1991)],10.1029/JB093iB05p04869:10.1029/91JB01039,Mogollon-Datil_volcanics,217.07296255287582,59.233464572457464,-70.2,149.2,-59.233464572457464,37.07296255287582,0.480000000000004
205,Bell Top tuff 3,32.53,-107.105,8.0,329.7,69.5,302.0,3.2,,,,,,,,35.69,35.449999999999996,,35.93,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,16,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 2 Ar-Ar dates; uncertainty from McIntosh et al. (1992) [seems to have been misprinted in McIntosh et al. (1991)],10.1029/JB093iB05p04869:10.1029/91JB01040,Mogollon-Datil_volcanics,215.63373215298444,60.063994457092534,-69.5,149.7,-60.063994457092534,35.633732152984436,0.480000000000004
Bell Top tuff 3 mean,Bell Top tuff 3,32.5095,-107.118,2.0,329.9,69.9,9000.0,1.6,,,,,,,,35.69,35.449999999999996,,35.93,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M16,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 2 Ar-Ar dates; uncertainty from McIntosh et al. (1992) [seems to have been misprinted in McIntosh et al. (1991)],10.1029/JB093iB05p04869:10.1029/91JB01041,Mogollon-Datil_volcanics,216.76242231676702,59.83592844430211,-69.9,149.89999999999998,-59.83592844430211,36.762422316767015,0.480000000000004
121,Bell Top tuff 2,32.488,-107.131,6.0,346.4,42.5,61.0,8.6,,,,,,,,36.345,35.69,0.24,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,17,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01042,Mogollon-Datil_volcanics,132.898482785925,75.71350971357664,-42.5,166.39999999999998,-75.71350971357664,312.898482785925,1.3100000000000023
204,Bell Top tuff 2,32.529,-107.105,8.0,353.4,36.7,70.0,6.7,,,,,,,,36.345,35.69,0.24,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,17,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01043,Mogollon-Datil_volcanics,100.48565370370943,76.5534191673589,-36.7,173.39999999999998,-76.5534191673589,280.48565370370943,1.3100000000000023
Bell Top tuff 2 mean,Bell Top tuff 2,32.5085,-107.118,2.0,350.0,39.7,210.0,17.3,,,,,,,,36.345,35.69,0.24,37.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M17,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB01044,Mogollon-Datil_volcanics,116.98142922017209,76.67577530832371,-39.7,170.0,-76.67577530832371,296.9814292201721,1.3100000000000023
130,Dona Ana,32.45,-106.788,5.0,344.4,64.2,146.0,6.4,,,,,,,,35.49,35.27,,35.71,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,36,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01045,Mogollon-Datil_volcanics,216.1453563493705,71.93358875817472,-64.2,164.39999999999998,-71.93358875817472,36.1453563493705,0.4399999999999977
203,Dona Ana,32.437,-106.838,8.0,329.7,44.4,109.0,5.3,,,,,,,,35.49,35.27,,35.71,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,36,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01046,Mogollon-Datil_volcanics,157.5183846713009,62.91363073448367,-44.4,149.7,-62.91363073448367,337.5183846713009,0.4399999999999977
Dona Ana mean,Dona Ana,32.4435,-106.81299999999999,2.0,335.3,54.4,29.0,48.5,,,,,,,,35.49,35.27,,35.71,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M36,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),Mean declination appears to have been inverted in publication; corrected here.,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01047,Mogollon-Datil_volcanics,176.90483632940692,69.35065359896225,-54.4,155.3,-69.35065359896225,356.9048363294069,0.4399999999999977
417,Squaw Mountain,32.289,-106.598,7.0,10.5,66.9,43.0,9.3,,,,,,,,35.75,35.51,,35.99,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,37,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01048,Mogollon-Datil_volcanics,274.77234889634076,71.06047542660885,-66.9,190.5,-71.06047542660885,94.77234889634076,0.480000000000004
529,Squaw Mountain,32.295,-106.607,9.0,350.4,49.9,230.0,3.4,,,,,,,,35.75,35.51,,35.99,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,37,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01049,Mogollon-Datil_volcanics,154.90819838448067,81.66373276084595,-49.9,170.39999999999998,-81.66373276084595,334.90819838448067,0.480000000000004
Squaw Mountain mean,Squaw Mountain,32.292,-106.60249999999999,2.0,358.0,58.8,34.0,44.5,,,,,,,,35.75,35.51,,35.99,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M37,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),Mean declination appears to have been inverted in publication; corrected here.,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01050,Mogollon-Datil_volcanics,241.38400645040193,82.5708924765822,-58.8,178.0,-82.5708924765822,61.38400645040193,0.480000000000004
418,Achenback Park,32.284,-106.594,7.0,321.6,47.0,83.0,6.7,,,,,,,,35.975,35.75,0.24,36.2,0.26,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,38,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age determined stratigraphically,10.1029/JB093iB05p04869:10.1029/91JB01051,Mogollon-Datil_volcanics,166.60463635019983,56.75115705958885,-47.0,141.60000000000002,-56.75115705958885,346.6046363501998,0.45000000000000284
419,Achenback Park,32.285,-106.584,9.0,0.1,51.3,150.0,4.2,,,,,,,,35.975,35.75,0.24,36.2,0.26,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,38,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age determined stratigraphically,10.1029/JB093iB05p04869:10.1029/91JB01052,Mogollon-Datil_volcanics,58.41527182260773,89.67224032276009,-51.3,180.1,-89.67224032276009,238.41527182260774,0.45000000000000284
484,Achenback Park,32.235,-106.602,8.0,26.1,42.1,736.0,2.0,,,,,,,,35.975,35.75,0.24,36.2,0.26,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,38,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age determined stratigraphically,10.1029/JB093iB05p04869:10.1029/91JB01053,Mogollon-Datil_volcanics,355.81350747291384,65.76235648409265,-42.1,206.1,-65.76235648409265,175.81350747291384,0.45000000000000284
Achenback Park mean,Achenback Park,32.267999999999994,-106.59333333333332,3.0,357.0,50.0,13.0,35.6,,,,,,,,35.975,35.75,0.24,36.2,0.26,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M38,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),Mean declination appears to have been inverted in publication; corrected here.,Age determined stratigraphically,10.1029/JB093iB05p04869:10.1029/91JB01054,Mogollon-Datil_volcanics,134.1655785034067,87.0465260488747,-50.0,177.0,-87.0465260488747,314.16557850340666,0.45000000000000284
482,Cueva,32.223,-106.604,7.0,208.4,-67.1,121.0,5.5,,,,,,,,36.2,35.940000000000005,,36.46,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,39,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01055,Mogollon-Datil_volcanics,115.17688706355048,-62.568769037808785,-67.1,208.4,-62.568769037808785,115.17688706355048,0.519999999999996
485,Cueva,32.223,-106.6,8.0,167.4,-65.4,99.0,5.6,,,,,,,,36.2,35.940000000000005,,36.46,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,39,0,[12],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01056,Mogollon-Datil_volcanics,45.004014066723315,-71.95428566217265,-65.4,167.4,-71.95428566217265,45.004014066723315,0.519999999999996
483,Cueva,32.223,-106.603,8.0,245.2,-12.2,3.0,38.8,,,,,,,,36.2,35.940000000000005,,36.46,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,39,0,[3],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01057,Mogollon-Datil_volcanics,171.68306499694316,-24.2111835926069,-12.2,245.2,-24.2111835926069,171.68306499694316,0.519999999999996
Cueva mean,Cueva,32.223,-106.60233333333333,2.0,220.3,-53.4,4.0,67.8,,,,,,,,36.2,35.940000000000005,,36.46,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M39,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB01058,Mogollon-Datil_volcanics,149.26211509699286,-56.40776772085562,-53.4,220.3,-56.40776772085562,149.26211509699286,0.519999999999996
150,local/dome-related units,32.894,-108.475,8.0,134.8,-43.1,1.0,75.7,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,0,[3],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01059,Mogollon-Datil_volcanics,342.34860051053136,-50.00166120240385,-43.1,134.8,-50.00166120240385,342.34860051053136,7.0
151,local/dome-related units,32.896,-108.473,8.0,152.4,-62.8,538.0,2.4,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01060,Mogollon-Datil_volcanics,17.4446117386795,-65.7931405557862,-62.8,152.4,-65.7931405557862,17.4446117386795,7.0
152,local/dome-related units,32.898,-108.471,8.0,158.3,-37.2,148.0,4.6,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01061,Mogollon-Datil_volcanics,314.82525046316925,-67.2344864586814,-37.2,158.3,-67.2344864586814,314.82525046316925,7.0
174,local/dome-related units,33.947,-107.675,6.0,320.8,28.2,84.0,7.4,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01062,Mogollon-Datil_volcanics,143.9169025260546,49.954761396888884,-28.2,140.8,-49.954761396888884,323.9169025260546,7.0
214,local/dome-related units,33.274,-107.673,8.0,245.8,-1.5,1.0,76.9,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,0,[3],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01063,Mogollon-Datil_volcanics,175.52814947525263,-20.479496176392132,-1.5,245.8,-20.479496176392132,175.52814947525263,7.0
220,local/dome-related units,33.593,-107.813,8.0,146.6,-55.4,471.0,2.6,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01064,Mogollon-Datil_volcanics,356.6349152500486,-62.59511703674098,-55.4,146.6,-62.59511703674098,356.6349152500486,7.0
221,local/dome-related units,33.59,-107.845,8.0,207.0,-49.5,1004.0,1.8,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01065,Mogollon-Datil_volcanics,162.8209114972314,-66.93240873535551,-49.5,207.0,-66.93240873535551,162.8209114972314,7.0
222,local/dome-related units,33.571,-107.838,8.0,120.9,-62.7,417.0,2.7,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01066,Mogollon-Datil_volcanics,13.533337623219131,-43.79465401418105,-62.7,120.9,-43.79465401418105,13.533337623219131,7.0
223,local/dome-related units,33.578,-107.853,8.0,184.0,-52.5,200.0,3.9,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01067,Mogollon-Datil_volcanics,169.3726078005306,-86.62265809893962,-52.5,184.0,-86.62265809893962,169.3726078005306,7.0
224,local/dome-related units,33.583,-107.858,6.0,197.0,-56.2,238.0,4.4,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01068,Mogollon-Datil_volcanics,144.45236430549966,-75.76661809116177,-56.2,197.0,-75.76661809116177,144.45236430549966,7.0
225,local/dome-related units,33.547,-107.857,8.0,177.5,-44.8,590.0,2.3,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01069,Mogollon-Datil_volcanics,269.6507743639718,-82.53809133818505,-44.8,177.5,-82.53809133818505,269.6507743639718,7.0
264,local/dome-related units,32.651,-108.893,8.0,193.7,-30.7,221.0,3.7,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01070,Mogollon-Datil_volcanics,210.28919135031663,-69.67500497913525,-30.7,193.7,-69.67500497913525,210.28919135031663,7.0
265,local/dome-related units,32.65,-108.893,6.0,26.9,60.3,52.0,9.4,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01071,Mogollon-Datil_volcanics,311.5139775795081,66.9670112672162,-60.3,206.9,-66.9670112672162,131.5139775795081,7.0
307,local/dome-related units,32.903,-108.442,7.0,155.3,-67.9,48.0,8.8,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01072,Mogollon-Datil_volcanics,33.84040441609769,-64.49428819376357,-67.9,155.3,-64.49428819376357,33.84040441609769,7.0
309,local/dome-related units,33.514,-107.459,2.0,20.5,33.8,23.0,54.3,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,0,"[2, 3]","McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01073,Mogollon-Datil_volcanics,16.752231612827558,66.3228113704935,-33.8,200.5,-66.3228113704935,196.75223161282756,7.0
320,local/dome-related units,33.525,-107.422,6.0,159.5,-44.3,70.0,8.1,,,,,,,,31.5,28.0,,35.0,,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,,10.1029/JB093iB05p04869:10.1029/91JB01074,Mogollon-Datil_volcanics,325.0564513059172,-70.72800204279291,-44.3,159.5,-70.72800204279291,325.0564513059172,7.0
