name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty,keep
464,Mimbres Peak,32.717,-107.578,4.0,169.0,-61.0,438.0,4.0,,,,,,,,33.269999999999996,31.65,0.12,34.89,0.1,uniform,igneous,volcanic,rhyolitic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,32.540963209415025,-77.23403130610248,-61.0,169.0,-77.23403130610248,32.540963209415025,3.240000000000002,True
180,Wildhorse,33.485,-107.792,7.0,339.0,58.0,664.0,2.0,,,,,,,,35.445,34.89,0.1,36.0,,uniform,igneous,volcanic,rhyolitic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,185.23127373401525,72.30000707694639,-58.0,159.0,-72.30000707694639,5.231273734015247,1.1099999999999994,True
35,La Jara Peak,34.156,-106.825,6.0,324.0,66.0,48.0,10.0,,,,,,,,27.685000000000002,27.37,0.14,28.0,0.16,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,202.1226260341573,59.82739120179548,-66.0,144.0,-59.82739120179548,22.122626034157292,0.629999999999999,True
244,unnamed,33.876,-107.682,3.0,73.0,57.0,588.0,5.0,,,,,,,,28.305,28.05,0.08,28.56,0.12,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,315.8434353004508,32.16657054971239,-57.0,253.0,-32.16657054971239,135.84343530045078,0.509999999999998,True
326,unnamed,33.878,-108.263,4.0,186.0,-31.0,150.0,8.0,,,,,,,,27.965,27.37,0.14,28.56,0.12,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,232.81655624398735,-72.01710159795611,-31.0,186.0,-72.01710159795611,232.81655624398735,1.1899999999999977,True
99,unnamed,33.739,-108.701,3.0,151.0,-56.0,276.0,7.0,,,,,,,,27.78,27.0,,28.56,0.12,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,356.3820918405895,-66.21110642228916,-56.0,151.0,-66.21110642228916,356.3820918405895,1.5599999999999987,True
440,Poverty Creek,33.462,-107.845,4.0,340.0,74.0,1856.0,2.0,,,,,,,,30.33,29.01,0.2,31.65,0.12,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,232.09341937645723,60.26280525841661,-74.0,160.0,-60.26280525841661,52.093419376457234,2.639999999999997,True
402,unnamed,33.535,-107.454,4.0,172.0,-46.0,194.0,7.0,,,,,,,,30.455000000000002,28.85,0.08,32.06,0.2,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,302.85969994856475,-80.75831490720992,-46.0,172.0,-80.75831490720992,302.85969994856475,3.210000000000001,True
401,unnamed,33.533,-107.455,4.0,157.0,-72.0,116.0,9.0,,,,,,,,30.455000000000002,28.85,0.08,32.06,0.2,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,45.76615200908984,-61.7999823243454,-72.0,157.0,-61.7999823243454,45.76615200908984,3.210000000000001,True
407,Poverty Creek,33.435,-107.828,3.0,132.0,-23.0,318.0,7.0,,,,,,,,30.33,29.01,0.2,31.65,0.12,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,327.71682671784293,-41.34740802160783,-23.0,132.0,-41.34740802160783,327.71682671784293,2.639999999999997,True
444,unnamed,33.903,-107.973,4.0,146.0,-38.0,587.0,4.0,,,,,,,,30.455000000000002,28.85,0.08,32.06,0.2,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,328.1449109902916,-57.55209923511029,-38.0,146.0,-57.55209923511029,328.1449109902916,3.210000000000001,True
400,unnamed,33.531,-107.457,4.0,24.0,67.0,1019.0,3.0,,,,,,,,30.455000000000002,28.85,0.08,32.06,0.2,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,292.9809899744267,66.05667087648531,-67.0,204.0,-66.05667087648531,112.98098997442668,3.210000000000001,True
406,Poverty Creek,33.432,-107.817,4.0,323.0,69.0,331.0,5.0,,,,,,,,30.33,29.01,0.2,31.65,0.12,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,209.25607624524037,57.44549111950323,-69.0,143.0,-57.44549111950323,29.256076245240365,2.639999999999997,True
356,Spears,33.53,-107.458,4.0,173.0,-66.0,165.0,7.0,,,,,,,,33.03,32.06,0.2,34.0,,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,55.099971439034555,-74.3128388307308,-66.0,173.0,-74.3128388307308,55.099971439034555,1.9399999999999977,True
43,Spears,34.162,-106.811,4.0,185.0,-21.0,83.0,10.0,,,,,,,,32.83,32.0,,33.66,0.06,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,240.9143316680114,-66.25878580590664,-21.0,185.0,-66.25878580590664,240.9143316680114,1.6599999999999966,True
355,Spears,33.527,-107.46,4.0,157.0,-56.0,146.0,8.0,,,,,,,,32.83,32.0,,33.66,0.06,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,358.19901920854295,-70.97425542818148,-56.0,157.0,-70.97425542818148,358.19901920854295,1.6599999999999966,True
358,unnamed,33.51,-107.43,3.0,171.0,-34.0,234.0,8.0,,,,,,,,34.33,33.66,0.06,35.0,,uniform,igneous,volcanic,intermediate to mafic lava,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Age stratigraphically estimated,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,283.2108420309736,-73.09134055138313,-34.0,171.0,-73.09134055138313,283.2108420309736,1.3400000000000034,True
1,"Eocene dikes around Monterey, Virginia",38.2761902019473,281.1221522813717,5,356.1,56.3,125.9,6.8,,86.6,167.7,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,felsite dike,Igneous:Intrusive,Volcanic Dike,Felsite,AF,1,0,N,0,,0,1,[],Løvlie and Opdyke (1974),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from dec/inc and reported vgp,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1029/JB079i002p00343:10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,167.69999999789763,86.5999999999459,-56.3,176.10000000000002,-86.5999999999459,347.69999999789763,0.8999999999999986,True
2,"Eocene dikes around Monterey, Virginia",38.14655,281.010513,2,188.4,-48.1,539.9,10.8,,-78.6,240.8,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,felsite dike,Igneous:Intrusive,Volcanic Dike,Felsite,AF,1,0,R,0,,0,1,[],Løvlie and Opdyke (1974),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from dec/inc and reported vgp,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1029/JB079i002p00343:10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,240.80000119548188,-78.59999976685471,-48.1,188.4,-78.59999976685471,240.80000119548188,0.8999999999999986,True
3,"Eocene dikes around Monterey, Virginia",38.205653,280.769751,7,176.8,-50.2,78.4,6.9,,-82.3,301.7,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,felsite dike,Igneous:Intrusive,Volcanic Dike,Felsite,AF,1,0,R,0,,0,1,[],Løvlie and Opdyke (1974),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from dec/inc and reported vgp,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1029/JB079i002p00343:10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,301.70000070659455,-82.3000002403221,-50.2,176.8,-82.3000002403221,301.70000070659455,0.8999999999999986,True
6,"Eocene dikes around Monterey, Virginia",38.2330413715152,280.7710298499356,11,349.4,67.7,16.0,11.8,,75.5,253.0,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,felsite dike,Igneous:Intrusive,Volcanic Dike,Felsite,AF,1,0,N,0,,0,1,[],Løvlie and Opdyke (1974),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from dec/inc and reported vgp,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1029/JB079i002p00343:10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,252.99999999844212,75.50000000076506,-67.7,169.39999999999998,-75.50000000076506,72.99999999844212,0.8999999999999986,True
7,"Eocene dikes around Monterey, Virginia",38.42,280.3,6,208.3,-49.3,33.0,11.8,,-65.3,201.2,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,AF,1,0,R,0,,0,1,[],Løvlie and Opdyke (1974),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from dec/inc and reported vgp,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1029/JB079i002p00343:10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,201.24830705054111,-65.32520642918075,-49.3,208.3,-65.32520642918075,201.24830705054111,0.8999999999999986,True
8,"Eocene dikes around Monterey, Virginia",38.3,280.9,5,171.0,-58.1,607.5,3.3,,-82.9,18.0,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,AF,1,0,R,0,,0,1,[],Løvlie and Opdyke (1974),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from dec/inc and reported vgp,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1029/JB079i002p00343:10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,17.55398096360989,-82.94706551613001,-58.1,171.0,-82.94706551613001,17.55398096360989,0.8999999999999986,True
1,Eocene dikes in NW Virginia and E West Virgina,38.4333333,280.4,9,203.1,-61.9,199.9,3.6,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,K-Ar age of 46.5 Ma listed for this site by Ressetar and Martin (1980); no uncertainties provided. Instead using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,167.99361626150565,-71.95490444221066,-61.9,203.1,-71.95490444221066,167.99361626150565,0.8999999999999986,True
2,Eocene dikes in NW Virginia and E West Virgina,38.45,280.7166667,5,214.8,-62.7,24.5,15.8,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,167.22561581082397,-63.45146694305795,-62.7,214.8,-63.45146694305795,167.22561581082397,0.8999999999999986,True
3,Eocene dikes in NW Virginia and E West Virgina,38.4083333,280.4,12,181.9,-77.1,129.8,3.8,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,102.14262175204975,-62.99636041642061,-77.1,181.9,-62.99636041642061,102.14262175204975,0.8999999999999986,True
4,Eocene dikes in NW Virginia and E West Virgina,38.45,280.7166667,7,173.5,-70.3,99.5,6.0,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,K-Ar age of 44.6 Ma listed for this site by Ressetar and Martin (1980); no uncertainties provided. Instead using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,87.3334051612774,-73.45622682079933,-70.3,173.5,-73.45622682079933,87.3334051612774,0.8999999999999986,True
5,Eocene dikes in NW Virginia and E West Virgina,38.4666667,280.7,12,179.5,-59.3,10.7,13.8,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,87.53235283373924,-88.32087174210004,-59.3,179.5,-88.32087174210004,87.53235283373924,0.8999999999999986,True
6,Eocene dikes in NW Virginia and E West Virgina,38.45,280.6666667,6,186.1,-61.4,64.6,8.3,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,147.43769541922046,-83.82952546705812,-61.4,186.1,-83.82952546705812,147.43769541922046,0.8999999999999986,True
7,Eocene dikes in NW Virginia and E West Virgina,38.45,280.7166667,10,153.20000000000005,-70.3,129.9,4.2,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,K-Ar age of 46.1 Ma listed for this site by Ressetar and Martin (1980); no uncertainties provided. Instead using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,60.782482952017496,-65.86107025176186,-70.3,153.20000000000005,-65.86107025176186,60.782482952017496,0.8999999999999986,True
8,Eocene dikes in NW Virginia and E West Virgina,38.3916667,280.4166667,6,179.5,-55.0,21.6,14.8,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,288.5147536400893,-87.11024245226596,-55.0,179.5,-87.11024245226596,288.5147536400893,0.8999999999999986,True
9,Eocene dikes in NW Virginia and E West Virgina,38.4166667,280.5,4,172.29999999999995,-51.2,80.8,10.2,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,Using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,326.6915110637601,-80.92865485055688,-51.2,172.29999999999995,-80.92865485055688,326.6915110637601,0.8999999999999986,True
10,Eocene dikes in NW Virginia and E West Virgina,38.475,280.7083333,9,169.0,-22.1,22.5,11.9,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,K-Ar age of 45.9 Ma listed for this site by Ressetar and Martin (1980); no uncertainties provided. Instead using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,303.6043950696356,-61.273496056056246,-22.1,169.0,-61.273496056056246,303.6043950696356,0.8999999999999986,True
11,Eocene dikes in NW Virginia and E West Virgina,38.4333333,280.7333333,6,133.2,-59.4,33.4,10.5,,,,,,,,47.45,47.0,0.2,47.9,0.2,uniform,igneous,shallow intrusive,basalt dike,Igneous:Intrusive,Volcanic Dike,Basalt,BL-AF,1,0,R,0,,0,2,[],Ressetar and Martin (1980),Mazza et al. (2014); but additional age data in Ressetar and Martin (1980) and Southworth et al. (1993),slat/slon estimated from fig. 1.,K-Ar age of 42.0 Ma listed for this site by Ressetar and Martin (1980); no uncertainties provided. Instead using range of Ar-Ar ages reported by Mazza et al. (2014) [but see also Southworth et al. 1993 for additional age data].,10.1130/G35407.1:10.1139/e80-165:10.3133/b1839J,Monterey_intrusions,28.72606617037571,-54.175780410651846,-59.4,133.2,-54.175780410651846,28.72606617037571,0.8999999999999986,True
A1,Precaldera andesites and volcaniclastic sediments,36.8941424954443,-104.924362364419,8,145.8,-44.4,188.0,4.1,,-59.1,334.5,,,,,27.009999999999998,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,334.4999999998679,-59.09999999998515,-44.4,145.8,-59.09999999998515,334.4999999998679,2.9800000000000004,True
A2,Precaldera andesites and volcaniclastic sediments,36.706762880947,-105.259339849699,8,54.5,29.1,223.0,3.7,,37.5,353.4,,,,,27.009999999999998,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,353.4000000000001,37.50000000000003,-29.1,234.5,-37.50000000000003,173.4000000000001,2.9800000000000004,True
A3,Precaldera andesites and volcaniclastic sediments,36.7725267594052,-105.509023656421,6,306.5,43.5,38.0,11.1,,43.4,166.2,,,,,27.009999999999998,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,166.20000000000022,43.4,-43.5,126.5,-43.4,346.2000000000002,2.9800000000000004,True
A4,Precaldera andesites and volcaniclastic sediments,36.7337248236805,-105.485568615158,7,156.4,-35.7,154.0,4.9,,-63.3,311.5,,,,,27.009999999999998,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,311.49999999999955,-63.29999999999979,-35.7,156.4,-63.29999999999979,311.49999999999955,2.9800000000000004,True
A5,Precaldera andesites and volcaniclastic sediments,36.8087618494427,-105.459274772151,8,144.3,-65.2,215.0,3.8,,-61.8,17.6,,,,,27.009999999999998,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,17.600000000152296,-61.79999999994711,-65.2,144.3,-61.79999999994711,17.600000000152296,2.9800000000000004,True
